repo_full_name,repo_url,stars,forks,description,last_updated,primary_language,discovered_at
mklemmingen/MASK,https://github.com/mklemmingen/MASK,1,0,Machine-Learning Assisted Skeleton Kinect Tracking | Combined KinectV2 with MediaPipe using Data Synchronisation and Kalman Filters for improved accuracy skeleton tracking | Added relation- and rule-based pose trigger for TouchDesigner,2025-08-30T13:21:10Z,TeX,2025-10-24T08:16:07.742494
Alejandro1050/yolo_tracking,https://github.com/Alejandro1050/yolo_tracking,0,1,,2025-10-22T20:50:33Z,Python,2025-10-24T08:16:07.978476
nhakhanhng/Rectbot_Noetic,https://github.com/nhakhanhng/Rectbot_Noetic,0,0,,2025-06-11T11:31:05Z,C++,2025-10-24T08:16:08.278340
yasminerx/gaze_detection,https://github.com/yasminerx/gaze_detection,0,0,,2025-09-04T10:48:40Z,Python,2025-10-24T08:16:08.546500
MPIG-Robot/robotics_in_python,https://github.com/MPIG-Robot/robotics_in_python,33,22,Implementation codes of robotics in Python,2024-04-07T20:09:12Z,Python,2025-10-24T08:16:08.889942
fabro66/GAST-Net-3DPoseEstimation,https://github.com/fabro66/GAST-Net-3DPoseEstimation,321,66,A Graph Attention Spatio-temporal Convolutional Networks for 3D Human Pose Estimation in Video (GAST-Net),2025-10-10T23:44:23Z,Python,2025-10-24T08:16:09.170380
Foundations-of-Robotics/mobile_manip_ws,https://github.com/Foundations-of-Robotics/mobile_manip_ws,9,2,,2025-02-12T10:58:37Z,C++,2025-10-24T08:16:09.528924
Placidus-Ali/3mtt,https://github.com/Placidus-Ali/3mtt,0,0,,2024-11-25T10:34:07Z,Jupyter Notebook,2025-10-24T08:16:09.829348
dimajyg/SalesmanEval,https://github.com/dimajyg/SalesmanEval,0,0,Evaluating salesman efficiency using cctv,2025-01-28T11:10:11Z,Jupyter Notebook,2025-10-24T08:16:10.115289
Yqcca/Filters,https://github.com/Yqcca/Filters,1,0,Algorithm Implementation for Statistical Filters,2023-10-20T04:13:50Z,Python,2025-10-24T08:16:10.425128
kjetteren/RaD_team1_HELIXON,https://github.com/kjetteren/RaD_team1_HELIXON,0,0,Git repository for the project of the Research and Development course of team 1 for the HELIXON challenge,2025-09-23T13:18:50Z,Jupyter Notebook,2025-10-24T08:16:10.686849
inhagigacha/Phase1_Team2,https://github.com/inhagigacha/Phase1_Team2,0,1,Date : 2021.02,2022-01-26T05:27:59Z,Python,2025-10-24T08:16:10.943565
TheSochaLab/Undulation-enables-gliding-in-flying-snakes,https://github.com/TheSochaLab/Undulation-enables-gliding-in-flying-snakes,3,3,"This repository contains data, code, and movies for the paper—Yeaton IJ, Ross SD, Baumgardner GA, Socha JJ. 2020. Undulation enables gliding in flying snakes. Nature Physics. 16(9):974-982. If you use any of this material, please cite the paper.",2021-06-01T06:30:31Z,Python,2025-10-24T08:16:11.310752
Adibfikal/Traffic-mmWave,https://github.com/Adibfikal/Traffic-mmWave,0,0,,2025-07-07T17:04:40Z,Python,2025-10-24T08:16:11.552468
Cyberlusion/Man-Machine-Interface,https://github.com/Cyberlusion/Man-Machine-Interface,1,1,Part 1 of full cyborisation of an individual - starting from software - to control the biomechanical parts of the body with infinite precision. CNS-Software collaboration and full control of the deep web.,2025-08-15T09:42:42Z,Rust,2025-10-24T08:16:11.903523
Sharif-University-ESRLab/project-97105866-97106176,https://github.com/Sharif-University-ESRLab/project-97105866-97106176,0,0,project-97105866-97106176 created by GitHub Classroom,2022-09-03T19:50:17Z,Jupyter Notebook,2025-10-24T08:16:12.350539
fnando1995/Flisol2020_EFMB,https://github.com/fnando1995/Flisol2020_EFMB,3,3,Repositorio de la Conferencia: Creando un contador de personas de con redes neuronales convolucionales.,2024-08-02T17:56:31Z,Python,2025-10-24T08:16:12.613293
Alloooshe/facelib_modular_face_recognition_pipline,https://github.com/Alloooshe/facelib_modular_face_recognition_pipline,9,2,"simple and modular framework to perform all stages of face recognition pipeline (detection, alignment, embedding, matching) with the possibility to add and use different models and techniques for each stage and can be used for images and videos.",2025-09-03T08:26:49Z,Python,2025-10-24T08:16:12.886708
kenp-io/EPFL_MoRo_Project,https://github.com/kenp-io/EPFL_MoRo_Project,4,2,,2023-11-17T21:50:20Z,Jupyter Notebook,2025-10-24T08:16:13.179861
simutisernestas/jubilant-dollop,https://github.com/simutisernestas/jubilant-dollop,16,1,UWB+IMU fusion using collaborative EKF i.e. sharing data between agents. Continuation of single robot case https://github.com/simutisernestas/rfloc,2025-09-15T06:26:08Z,Python,2025-10-24T08:16:13.457509
niconielsen32/ObjectTracking,https://github.com/niconielsen32/ObjectTracking,35,9,,2025-07-09T17:56:58Z,Jupyter Notebook,2025-10-24T08:16:13.828332
jurmy24/reachy-imitation,https://github.com/jurmy24/reachy-imitation,3,0,,2025-06-09T14:17:19Z,Python,2025-10-24T08:16:14.118486
buraktoker/Opencv_Projects,https://github.com/buraktoker/Opencv_Projects,0,0,My personal projects for OpenCV YOLO and Tracking,2023-12-30T19:16:36Z,Python,2025-10-24T08:16:14.392775
JudyYe/diffhoi,https://github.com/JudyYe/diffhoi,38,0,,2025-08-08T05:12:42Z,Jupyter Notebook,2025-10-24T08:16:14.654383
DenisPGH/Kalman-filter-tests,https://github.com/DenisPGH/Kalman-filter-tests,0,0,,2022-12-10T10:18:41Z,Python,2025-10-24T08:16:14.936941
huange888/yolov5_7.0_pyside6_active_learning,https://github.com/huange888/yolov5_7.0_pyside6_active_learning,21,2,基于yolov5_7.0   pyside6   active_learning 开发的人工智能主动学习外周血细胞目标检测系统,2025-09-01T12:31:56Z,Python,2025-10-24T08:16:15.269346
CliffyangZ/AI-Baskeetball-Referee,https://github.com/CliffyangZ/AI-Baskeetball-Referee,0,0,,2025-08-20T17:24:04Z,Python,2025-10-24T08:16:15.531710
Swllen/AutoCar,https://github.com/Swllen/AutoCar,1,0,光电竞赛激光对抗小车,2025-08-27T17:21:11Z,C++,2025-10-24T08:16:15.804036
Machine-learning-and-complex-systems/NIT-RC,https://github.com/Machine-learning-and-complex-systems/NIT-RC,11,2,"Code for the paper ""Learning noise-induced transitions by multi-scaling reservoir computing"" (https://arxiv.org/abs/2309.05413).",2025-10-23T06:40:38Z,Jupyter Notebook,2025-10-24T08:16:16.132545
YoheiOgawa-19/Suitable_distance,https://github.com/YoheiOgawa-19/Suitable_distance,1,0,,2021-05-14T03:12:36Z,Python,2025-10-24T08:16:16.411732
VishwamAI/NeuroFlex,https://github.com/VishwamAI/NeuroFlex,7,5,"NeuroFlex is an AI platform for flexible and scalable neurnetwork & neuroscience  training and optimization, supporting advanced model development and deployment.",2025-05-03T04:06:44Z,Python,2025-10-24T08:16:16.757052
Lr-2002/A1_raspi_py,https://github.com/Lr-2002/A1_raspi_py,6,1,,2025-03-28T11:46:11Z,C++,2025-10-24T08:16:17.002645
FRC900/2023RobotCode,https://github.com/FRC900/2023RobotCode,7,1,2023 Competition Robot Code,2024-12-09T18:35:26Z,C++,2025-10-24T08:16:17.323163
oruccakir/TUBITAK-TEYDEB-PROJECT,https://github.com/oruccakir/TUBITAK-TEYDEB-PROJECT,0,0,,2024-01-19T07:52:45Z,Python,2025-10-24T08:16:17.632575
j-armenio/visao_computacional,https://github.com/j-armenio/visao_computacional,0,0,,2025-07-02T05:28:56Z,Jupyter Notebook,2025-10-24T08:16:17.941017
Wruqe/AI-Hud-Realtime,https://github.com/Wruqe/AI-Hud-Realtime,0,0,,2025-10-21T07:41:42Z,Python,2025-10-24T08:16:18.193010
AbhiroopAjith/Rubiks-Cube-Detection-and-Pose-Estimation,https://github.com/AbhiroopAjith/Rubiks-Cube-Detection-and-Pose-Estimation,0,0, Real time Detection and and Pose Estimation of a Rubiks Cube,2022-01-24T15:16:20Z,Python,2025-10-24T08:16:18.478737
indrajeetadityaroy9/birdstrike_bayesian_risk_assessment,https://github.com/indrajeetadityaroy9/birdstrike_bayesian_risk_assessment,0,0,,2025-04-25T00:06:56Z,Python,2025-10-24T08:16:18.802374
ZaGrayWolf/RoboNautica_2025,https://github.com/ZaGrayWolf/RoboNautica_2025,0,1,,2025-09-23T10:30:27Z,Python,2025-10-24T08:16:19.045192
emirhanbayar/Fast-Deep-OC-SORT,https://github.com/emirhanbayar/Fast-Deep-OC-SORT,8,0,Deep-OC-SORT with Selective Feature Extraction Mechanism,2024-10-07T04:06:14Z,Python,2025-10-24T08:16:19.284492
jkuck/rbpf_atlas,https://github.com/jkuck/rbpf_atlas,2,1,,2022-04-02T03:39:16Z,Jupyter Notebook,2025-10-24T08:16:19.561736
tantm97/ReSORT,https://github.com/tantm97/ReSORT,5,0,,2024-03-21T02:37:35Z,Python,2025-10-24T08:16:19.840964
KadynCBR/Mirage,https://github.com/KadynCBR/Mirage,0,0,Low cost motion capture suite + pipeline,2025-05-24T01:48:41Z,Jupyter Notebook,2025-10-24T08:16:20.098426
CarlosGabrielMoralesUmasi/Dron_pfc,https://github.com/CarlosGabrielMoralesUmasi/Dron_pfc,0,0,,2024-12-09T03:47:10Z,Python,2025-10-24T08:16:20.415966
carolinasolfernandez/proyecto-final,https://github.com/carolinasolfernandez/proyecto-final,6,1,,2025-08-07T12:27:32Z,Python,2025-10-24T08:16:20.721911
robertstevens86091/ailia-models,https://github.com/robertstevens86091/ailia-models,0,0,,2024-07-04T15:19:25Z,Python,2025-10-24T08:16:20.982749
RushabhAppholicSoftech/Video-editor-RND,https://github.com/RushabhAppholicSoftech/Video-editor-RND,0,0,,2023-06-26T12:32:35Z,Python,2025-10-24T08:16:21.243299
aaronfriedman6/MV3D_VoxelNet,https://github.com/aaronfriedman6/MV3D_VoxelNet,8,5,A combination of MV3D (from bostondiditeam) and VoxelNet (from qianguih),2024-05-13T13:00:39Z,C++,2025-10-24T08:16:21.532630
Orbis36/MV3D,https://github.com/Orbis36/MV3D,2,1,"The Implementation based on previous work by BostonDidi Team, completed most of the work that was left unfinished before.",2023-06-11T20:39:45Z,Jupyter Notebook,2025-10-24T08:16:21.781273
lacie-life/Solitude,https://github.com/lacie-life/Solitude,0,0,A stray jellyfish,2023-09-12T05:22:20Z,Jupyter Notebook,2025-10-24T08:16:22.057444
Wing-ka-king/ModelPredictiveControl,https://github.com/Wing-ka-king/ModelPredictiveControl,1,0,Assignments and exercises for course EL2700,2022-04-02T11:13:55Z,Python,2025-10-24T08:16:22.333660
Eureka-wong/audioROS,https://github.com/Eureka-wong/audioROS,0,0,,2025-08-27T07:54:26Z,Python,2025-10-24T08:16:22.583903
wang-jh18-SVM/Griffin,https://github.com/wang-jh18-SVM/Griffin,66,6,Griffin: Aerial-Ground Cooperative Detection and Tracking Benchmark,2025-10-22T14:38:33Z,Python,2025-10-24T08:16:22.877876
wuhanstudio/2d-kitti-tracking,https://github.com/wuhanstudio/2d-kitti-tracking,0,0,2D Object Tracking for the KITTI MOT dataset. ,2024-05-24T21:12:57Z,Python,2025-10-24T08:16:23.174793
tjphoton/FCND,https://github.com/tjphoton/FCND,7,3,Study notes and coding for the Udacity Flying Car Nanodegree,2023-06-30T13:09:26Z,Jupyter Notebook,2025-10-24T08:16:23.425995
ftfarias/data-science_notebooks,https://github.com/ftfarias/data-science_notebooks,0,0,,2016-09-06T16:17:10Z,Jupyter Notebook,2025-10-24T08:16:24.616026
hcheng1005/about_Radar,https://github.com/hcheng1005/about_Radar,15,3,,2025-10-22T08:51:31Z,Jupyter Notebook,2025-10-24T08:16:24.868165
mikdangana/kfpca,https://github.com/mikdangana/kfpca,0,0,Attention Kalman Filter for Short Horizon Prediction under Highly Variable Cloud Workloads,2025-08-29T13:27:45Z,Python,2025-10-24T08:16:25.159879
nicolasgioanni/Independent-Study,https://github.com/nicolasgioanni/Independent-Study,0,0,Independent Study Research - Adversarial Machine Learning,2025-03-01T05:48:28Z,Python,2025-10-24T08:16:25.440428
kslhuy/QCar2_Cran,https://github.com/kslhuy/QCar2_Cran,0,0,Qcar Sim and Real Experiment ,2025-10-23T13:43:07Z,Python,2025-10-24T08:16:25.716726
bahia14/Kalan_Library_FilterPy,https://github.com/bahia14/Kalan_Library_FilterPy,0,0,,2021-06-15T22:11:47Z,Python,2025-10-24T08:16:26.068931
Steedalion/filterpy,https://github.com/Steedalion/filterpy,0,0,,2019-06-20T10:59:05Z,Python,2025-10-24T08:16:26.359089
ind4zy/Object-Detection,https://github.com/ind4zy/Object-Detection,0,0,,2024-01-01T07:49:30Z,Python,2025-10-24T08:16:26.704453
spandaai/Face-Recognition-From-Crowd,https://github.com/spandaai/Face-Recognition-From-Crowd,1,0,,2025-03-21T08:15:20Z,Python,2025-10-24T08:16:27.046065
MingfeiCheng/Drivora,https://github.com/MingfeiCheng/Drivora,31,3,A Unified and Extensible Infrastructure for Autonomous Driving Testing,2025-10-10T15:18:03Z,Python,2025-10-24T08:16:27.309158
calvinyeungck/3D-Shot-Posture-Dataset,https://github.com/calvinyeungck/3D-Shot-Posture-Dataset,47,2,"Dataset and Code for CVSports at CVPR 2024 paper ""AutoSoccerPose: Automated 3D posture Analysis of Soccer Shot Movements""",2025-10-04T09:27:38Z,Jupyter Notebook,2025-10-24T08:16:27.590701
AWSDJIKL/tennis_one,https://github.com/AWSDJIKL/tennis_one,3,0,AI Tennis Coach with various biomechanical analysis recommendations,2025-05-17T14:59:53Z,Python,2025-10-24T08:16:27.861541
Rxn666/MCPRL,https://github.com/Rxn666/MCPRL,1,0,,2024-05-06T04:32:09Z,Python,2025-10-24T08:16:28.126062
shredder0812/yolo_tracking_fork,https://github.com/shredder0812/yolo_tracking_fork,0,0,Boxmot 10.0.65,2024-05-23T11:35:57Z,Python,2025-10-24T08:16:28.402076
RenzoMinelli/apple_fields_ignition,https://github.com/RenzoMinelli/apple_fields_ignition,1,0,,2025-01-19T23:30:26Z,Python,2025-10-24T08:16:28.677169
gregoirebergamo/mobile-robot-project,https://github.com/gregoirebergamo/mobile-robot-project,0,0,"Project combining computer vision, localisation and mapping, obstacle avoidance and kalman filtering to go from a starting point to a destination.",2023-09-22T14:23:08Z,Jupyter Notebook,2025-10-24T08:16:28.962996
DinoWithPython/renue_project,https://github.com/DinoWithPython/renue_project,3,1,Необходимо разработать решение для отслеживания и сортировки мусора на конвейере – выделять мусор в общем потоке предметов,2024-09-14T14:41:22Z,Jupyter Notebook,2025-10-24T08:16:29.239223
MhmudAlpurd/Object-Tracking,https://github.com/MhmudAlpurd/Object-Tracking,1,0,,2024-11-05T01:46:33Z,Jupyter Notebook,2025-10-24T08:16:29.495562
sumanth2002629/ObjectTracking,https://github.com/sumanth2002629/ObjectTracking,0,0,,2023-03-22T10:49:09Z,Jupyter Notebook,2025-10-24T08:16:29.761459
burooom/ml_projects,https://github.com/burooom/ml_projects,0,0,,2025-01-21T18:54:50Z,Jupyter Notebook,2025-10-24T08:16:30.030045
kyuewang17/Object-Action-Detection-Tracking,https://github.com/kyuewang17/Object-Action-Detection-Tracking,0,0,"강인한 객체, 검출, 추적 및 행동분류",2020-06-02T06:48:49Z,Unknown,2025-10-24T08:16:30.362497
FRC900/900RobotCode,https://github.com/FRC900/900RobotCode,4,1,Current FRC900 robot code,2025-08-11T02:46:36Z,C++,2025-10-24T08:16:30.708885
FRC900/2022RobotCode,https://github.com/FRC900/2022RobotCode,3,0,,2023-11-07T15:40:14Z,C++,2025-10-24T08:16:31.509413
fail2ban/fail2ban,https://github.com/fail2ban/fail2ban,15761,1399,Daemon to ban hosts that cause multiple authentication errors,2025-10-24T07:39:47Z,Python,2025-10-24T08:16:31.822707
itheima1/hm_car,https://github.com/itheima1/hm_car,70,39,黑马无人小车源码,2025-09-04T08:01:08Z,Jupyter Notebook,2025-10-24T08:16:32.080509
ctorney/uavTracker,https://github.com/ctorney/uavTracker,3,0,"Tracking code for ungulates (caribou, wildebeest) in python",2025-06-13T05:52:12Z,Python,2025-10-24T08:16:32.375363
Jordan-Pierce/CoralNet-Toolbox,https://github.com/Jordan-Pierce/CoralNet-Toolbox,40,7,Tools for panoptic segmentation and developing machine learning models for benthic imagery,2025-10-23T10:02:35Z,Python,2025-10-24T08:16:32.635532
GAP-LAB-CUHK-SZ/REC-MV,https://github.com/GAP-LAB-CUHK-SZ/REC-MV,279,11,[CVPR2023] REC-MV: REconstructing 3D Dynamic Cloth from Monocular Videos ,2025-10-24T08:11:10Z,Python,2025-10-24T08:16:32.927614
autonomousvision/carla_garage,https://github.com/autonomousvision/carla_garage,446,42,[ICCV'23] Hidden Biases of End-to-End Driving Models & A starter kit for the CARLA leaderboard 2.0.,2025-10-24T07:18:52Z,Python,2025-10-24T08:16:33.299012
corfyi/UCMCTrack,https://github.com/corfyi/UCMCTrack,340,36,[AAAI 2024] UCMCTrack: Multi-Object Tracking with Uniform Camera Motion Compensation.  UCMCTrack achieves SOTA on MOT17 using estimated camera parameters. ,2025-10-21T15:18:16Z,Python,2025-10-24T08:16:33.560603
hamember/Escort,https://github.com/hamember/Escort,26,1,This repository contains projects of Escort and Estag,2025-07-18T12:28:40Z,Python,2025-10-24T08:16:33.829515
mnqoliveira/data-assimilation-tomato-models,https://github.com/mnqoliveira/data-assimilation-tomato-models,12,4,"Code used in the project ""Leveraging data assimilation and monitoring data for improvement of crop growth estimates in protected environments"". It includes tomato models implementations, and scripts for data preparation, model calibration, assimilation, sensitivity analysis, visualization strategies and other assessments performed.",2025-08-14T08:23:45Z,R,2025-10-24T08:16:34.067030
Danny0192/BRAIN,https://github.com/Danny0192/BRAIN,0,1,,2025-05-21T15:00:57Z,Python,2025-10-24T08:16:34.316968
chamchi99/2022-C3-CCTV-Perception-and-Classification,https://github.com/chamchi99/2022-C3-CCTV-Perception-and-Classification,8,1,,2024-11-15T05:32:10Z,Python,2025-10-24T08:16:34.585833
javieraugustoalba/object-detection-yolo,https://github.com/javieraugustoalba/object-detection-yolo,0,0,Implement Real-time Object Detection,2023-10-05T04:15:30Z,Python,2025-10-24T08:16:34.855441
deepin-community/fail2ban,https://github.com/deepin-community/fail2ban,0,1,,2023-07-05T03:48:19Z,Python,2025-10-24T08:16:35.272202
CMU-cabot/cabot-people,https://github.com/CMU-cabot/cabot-people,0,0,,2025-09-18T14:31:06Z,Python,2025-10-24T08:16:35.577712
Dhorasso/bma-smc2-dthp-seir,https://github.com/Dhorasso/bma-smc2-dthp-seir,0,0,This repository contains the implementation of Bayesian model averaging of DTHP and SIR model using SMC^2,2025-10-09T07:57:38Z,Python,2025-10-24T08:16:35.857082
NiklasGrot/physical-computing-projekt,https://github.com/NiklasGrot/physical-computing-projekt,0,0,,2025-02-09T10:13:32Z,Python,2025-10-24T08:16:36.136104
zhuchi76/huggingface-detr,https://github.com/zhuchi76/huggingface-detr,1,3,,2025-09-25T11:39:06Z,Python,2025-10-24T08:16:36.430716
SpencerD01/incest-demo,https://github.com/SpencerD01/incest-demo,0,0,Repo to demonstrate data incest due to naive social influence using Kalman filtering.,2025-08-10T14:17:18Z,Jupyter Notebook,2025-10-24T08:16:36.687598
vgsatorras/hybrid-inference,https://github.com/vgsatorras/hybrid-inference,21,4,,2025-08-14T14:51:07Z,Python,2025-10-24T08:16:36.935265
atomicapple0/seminar-birdpy,https://github.com/atomicapple0/seminar-birdpy,0,0,Misc files from eBird Dataset data analysis (Note: This repository is a mess and should be burned to the ground),2023-01-06T05:57:13Z,Python,2025-10-24T08:16:37.219542
jparras/mpc_linear,https://github.com/jparras/mpc_linear,0,0,,2023-07-10T10:50:29Z,Python,2025-10-24T08:16:37.489908
ruiyu0/Retracking-by-Prediction,https://github.com/ruiyu0/Retracking-by-Prediction,27,0,"Code and data for ""Towards Robust Human Trajectory Prediction in Raw Videos"" IROS 2021",2025-08-28T02:10:47Z,Python,2025-10-24T08:16:37.739610
SMAminNP/April_tag_part_detection,https://github.com/SMAminNP/April_tag_part_detection,0,0,ROS Package for Object Detection Using AprilTags and YOLO v8,2024-07-16T12:16:25Z,Python,2025-10-24T08:16:37.994866
davegutz/myStateOfCharge,https://github.com/davegutz/myStateOfCharge,2,0,Solar Battery State of Charge Monitor,2025-06-06T09:42:59Z,C++,2025-10-24T08:16:38.251316
